-0.4151  	-0.1875  	-0.8776  	-0.5165  	0.14386  	-0.5602  	-0.1530  	0.31463  	0.24540  	-0.1191  	0.74271  	0.32061  	0.12359  	-0.0828  	0.56482  	0.75592  	-0.2731  	-0.3877  	0.24546  	-0.6070  	0.68808  	1.30457  	0.03112  	1.23604  	0.36466  	-0.2037  	1.37731  	-1.2045  	-0.2604  	0.49862  	0.11805  	0.14042  	0.05343  	-0.0734  	0.45911  	-0.3686  	0.26617  	-0.1252  	-0.3106  	0.15591  	-0.3557  	0.27621  	-0.2631  	0.39733  	0.15385  	-0.0509  	-0.0516  	0.09256  	0.05815  	-0.1754  	-0.0687  	-0.0569  	-0.0484  	0.00316  	-0.0638  	0.06576  	-0.0014  	-0.0087  	-0.0077  	0.03621  	-0.0286  	-0.0060  	0.00207  	-0.0058  	0.05844  	0.02897  	0.00795  	0.01420  	0.00496  	0.14037  	1.21035  	126.019  	108.636  	
-0.1007  	-0.1543  	-0.6433  	-0.4228  	0.25042  	-0.6493  	-0.2799  	0.49368  	0.28130  	-0.3268  	0.75706  	0.32628  	0.01938  	-0.3425  	0.57424  	0.62313  	-0.2386  	-0.3156  	0.28260  	-0.4858  	0.75982  	1.24456  	0.09640  	0.99051  	0.40908  	-0.2416  	1.31999  	-1.0476  	-0.1278  	0.56501  	0.04864  	0.13288  	0.09472  	-0.0864  	0.43548  	-0.3557  	0.27719  	-0.0882  	-0.2676  	0.17538  	-0.3231  	0.26638  	-0.2412  	0.37223  	0.15605  	-0.0487  	-0.0150  	0.03122  	0.02885  	-0.1557  	-0.0550  	-0.0524  	-0.0367  	0.00745  	-0.0584  	0.05045  	0.00201  	-0.0120  	-0.0183  	0.03294  	-0.0390  	-0.0224  	0.01866  	0.00673  	0.05844  	0.02897  	0.00795  	0.01420  	0.00496  	0.14037  	1.21035  	126.019  	108.636  	
0.15241  	-0.0255  	-0.2553  	-0.4148  	0.17906  	-0.7631  	-0.2921  	0.70094  	0.37122  	-0.5180  	0.63375  	0.40400  	0.04537  	-0.2782  	0.40186  	0.53654  	-0.1303  	-0.2236  	0.27349  	-0.4259  	0.78791  	1.05820  	0.21426  	0.87457  	0.46254  	-0.2377  	1.24290  	-1.0324  	-0.0480  	0.55471  	0.01513  	0.10118  	0.17602  	-0.1022  	0.31499  	-0.3616  	0.28633  	-0.0495  	-0.1911  	0.14110  	-0.2280  	0.22855  	-0.1565  	0.33642  	0.14249  	-0.0527  	0.01202  	0.01533  	0.01590  	-0.1322  	-0.0480  	-0.0483  	-0.0212  	0.01296  	-0.0513  	0.03992  	-0.0028  	-0.0161  	-0.0339  	0.03408  	-0.0412  	-0.0306  	0.03856  	0.01921  	0.05844  	0.02897  	0.00795  	0.01420  	0.00496  	0.14037  	1.21035  	126.019  	108.636  	
0.10481  	-0.0003  	-0.3889  	-0.4445  	0.20465  	-0.8810  	-0.3183  	0.64941  	0.37594  	-0.5090  	0.40640  	0.39166  	-0.0028  	-0.5270  	0.35069  	0.55517  	-0.1206  	0.08762  	0.46627  	-0.1415  	0.56990  	1.20199  	0.13589  	0.55901  	0.62998  	-0.1915  	0.97960  	-0.6754  	0.27174  	0.59261  	-0.0651  	0.07208  	0.10074  	-0.0834  	0.23791  	-0.2842  	0.06939  	-0.0948  	-0.0950  	0.23122  	-0.0997  	0.20150  	-0.1595  	0.40147  	0.16970  	-0.0661  	0.02549  	-0.0286  	-0.0091  	-0.1694  	-0.0698  	-0.0654  	-0.0189  	-0.0121  	-0.0561  	0.02953  	0.00226  	-0.0100  	-0.0172  	0.01872  	-0.0392  	-0.0194  	0.04642  	0.02730  	0.05844  	0.02897  	0.00795  	0.01420  	0.00496  	0.14037  	1.21035  	126.019  	108.636  	
-0.0843  	-0.1290  	-0.5559  	-0.5133  	0.29809  	-0.9214  	-0.3149  	0.43132  	0.28392  	-0.3817  	0.18048  	0.32170  	-0.0213  	-0.6601  	0.30375  	0.51667  	-0.0827  	0.23333  	0.57817  	-0.0336  	0.19025  	1.32328  	0.11111  	0.52651  	0.74005  	-0.1879  	0.88472  	-0.5737  	0.49735  	0.63359  	-0.0707  	0.03959  	0.04481  	-0.0718  	0.12186  	-0.1781  	-0.0873  	-0.1591  	0.01438  	0.32240  	-0.0794  	0.20066  	-0.1314  	0.40202  	0.17146  	-0.0545  	0.02054  	-0.0093  	-0.0163  	-0.1785  	-0.0518  	-0.0626  	-0.0335  	-0.0280  	-0.0553  	0.02475  	0.01467  	-0.0185  	-0.0261  	0.01566  	-0.0343  	-0.0249  	0.05450  	0.02055  	0.05844  	0.02897  	0.00795  	0.01420  	0.00496  	0.14037  	1.21035  	126.019  	108.636  	
-0.3250  	-0.1439  	-0.6179  	-0.4828  	0.27177  	-0.9845  	-0.1779  	0.34490  	0.29731  	-0.3317  	0.10440  	0.23736  	0.04901  	-0.6235  	0.47133  	0.43156  	-0.0997  	0.27300  	0.45917  	-0.0475  	0.10374  	1.33078  	0.10841  	0.58439  	0.72280  	-0.2050  	0.89835  	-0.6135  	0.59355  	0.66752  	-0.0586  	0.03627  	0.01534  	-0.0593  	0.15896  	-0.1289  	-0.1744  	-0.2422  	0.00913  	0.41217  	-0.1466  	0.21725  	-0.1795  	0.38804  	0.18652  	-0.0542  	0.03306  	-0.0380  	-0.0077  	-0.1686  	-0.0372  	-0.0647  	-0.0309  	-0.0211  	-0.0559  	0.01518  	0.01150  	-0.0084  	-0.0238  	0.02337  	-0.0447  	-0.0244  	0.05369  	0.02540  	0.05844  	0.02897  	0.00795  	0.01420  	0.00496  	0.14037  	1.21035  	126.019  	108.636  	
-0.5480  	-0.1874  	-0.7735  	-0.5082  	0.31564  	-1.0508  	-0.1584  	0.36581  	0.25014  	-0.3795  	0.28102  	0.32763  	0.03516  	-0.6527  	0.28897  	0.43180  	-0.0942  	0.20181  	0.44503  	-0.1305  	0.12301  	1.21042  	0.10358  	0.72979  	0.66287  	-0.1551  	0.91420  	-0.6739  	0.38669  	0.56095  	-0.0352  	0.02478  	0.00176  	-0.0502  	0.20855  	-0.1392  	-0.0687  	-0.2092  	-0.0666  	0.36996  	-0.1198  	0.21728  	-0.2264  	0.37661  	0.17807  	-0.0542  	0.01072  	-0.0155  	0.00883  	-0.1445  	-0.0364  	-0.0569  	-0.0336  	-0.0151  	-0.0529  	0.01137  	0.01088  	-0.0067  	-0.0136  	0.03230  	-0.0395  	-0.0271  	0.04984  	0.02223  	0.05844  	0.02897  	0.00795  	0.01420  	0.00496  	0.14037  	1.21035  	126.019  	108.636  	
-0.7864  	-0.2074  	-0.9656  	-0.5979  	0.29750  	-1.1993  	-0.0929  	0.29899  	0.18692  	-0.2943  	0.37975  	0.31915  	0.04725  	-0.7066  	0.32132  	0.53343  	-0.1588  	0.16007  	0.41768  	-0.0905  	0.18808  	1.32835  	0.03059  	0.74854  	0.64775  	-0.1627  	0.99682  	-0.6810  	0.39807  	0.60268  	-0.0283  	-0.0199  	0.04660  	-0.0709  	0.26112  	-0.1566  	-0.0920  	-0.2686  	-0.1025  	0.38409  	-0.1685  	0.24505  	-0.2906  	0.39901  	0.22499  	-0.0678  	0.00397  	-0.0161  	0.00611  	-0.1736  	-0.0636  	-0.0681  	-0.0422  	-0.0287  	-0.0652  	0.01867  	0.01342  	-0.0134  	-0.0142  	0.01961  	-0.0381  	-0.0185  	0.03213  	0.02461  	0.05844  	0.02897  	0.00795  	0.01420  	0.00496  	0.14037  	1.21035  	126.019  	108.636  	
-0.7180  	-0.1501  	-0.8210  	-0.7108  	0.26562  	-1.3166  	0.04814  	0.33042  	0.20867  	-0.1612  	0.27560  	0.23111  	0.07686  	-0.4961  	0.20594  	0.50395  	-0.2076  	0.23755  	0.40053  	0.01001  	0.21842  	1.07608  	-0.0141  	0.48653  	0.50969  	-0.1315  	0.90441  	-0.5130  	0.64646  	0.61254  	-0.0830  	-0.1152  	0.16365  	-0.0836  	0.07294  	-0.2264  	-0.2423  	-0.3226  	0.05589  	0.32642  	-0.1125  	0.18496  	-0.2752  	0.40183  	0.24538  	-0.0551  	-0.0054  	-0.0269  	-0.0087  	-0.1926  	-0.0812  	-0.0719  	-0.0280  	-0.0439  	-0.0701  	0.02163  	-0.0063  	-0.0137  	-0.0115  	0.01853  	-0.0346  	-0.0045  	0.04231  	0.02585  	0.05844  	0.02897  	0.00795  	0.01420  	0.00496  	0.14037  	1.21035  	126.019  	108.636  	
-0.5846  	-0.2073  	-0.8982  	-0.7727  	0.17734  	-1.0775  	0.09544  	0.52042  	0.24130  	-0.0558  	0.26619  	0.17099  	0.15446  	-0.3591  	0.11133  	0.31048  	-0.4204  	-0.1499  	-0.0358  	-0.3974  	0.21442  	0.90134  	-0.2880  	0.63834  	0.68118  	-0.2469  	1.10674  	-0.7385  	0.67107  	0.64415  	-0.0444  	-0.1252  	0.07310  	-0.0681  	-0.0682  	-0.2446  	-0.3965  	-0.3292  	-0.0829  	0.19688  	-0.0689  	0.13953  	-0.3274  	0.49238  	0.27050  	-0.0722  	-0.0062  	-0.0061  	0.03074  	-0.2510  	-0.1001  	-0.0744  	-0.0273  	-0.0510  	-0.0523  	0.02720  	-0.0085  	-0.0096  	0.00161  	0.01487  	-0.0345  	0.01212  	0.02810  	0.03715  	0.05844  	0.02897  	0.00795  	0.01420  	0.00496  	0.14037  	1.21035  	126.019  	108.636  	
